Health Care Authority (HCA),,,,,,,,,
Physician-Related Services/ Professional and Emergent Oral Healthcare Services,,,,,,,,,
"Effective July 1, 2011",,,,,,,,,
  Update 9/15/2011,,,,,,,,,
Link to Legend,,,,,,,,,
Code Status Indicator,Code,Mod,"July 1, 2011 NFS Max Allowable","July 1, 2011 FS Max allowable ",PA Required,Global Days,Assist at Surgery,Comments,
,87660,  ,22.29,22.29,,000,N,,
,87797,  ,22.29,22.29,,000,N,,
,87798,  ,39.02,39.02,,000,N,,
,87799,  ,47.62,47.62,,000,N,,
,87800,  ,44.59,44.59,,000,N,,
,87801,  ,78.04,78.04,,000,N,,
,87802,  ,13.34,13.34,,000,N,,
,87803,  ,13.34,13.34,,000,N,,
,87804,  ,13.34,13.34,,000,N,,
,87807,  ,13.34,13.34,,000,N,,
,87808,,13.34,13.34,,000,N,,
,87809,,13.34,13.34,,000,N,,
,87810,  ,13.34,13.34,,000,N,,
,87850,  ,13.34,13.34,,000,N,,
,87880,  ,13.34,13.34,,000,N,,
,87899,  ,13.34,13.34,,000,N,,
,87900,  ,144.90,144.90,,000,N,,
,87901,  ,286.20,286.20,,000,N,,
,87902,  ,286.20,286.20,,000,N,,
,87903,  ,543.23,543.23,,000,N,,
,87904,  ,28.98,28.98,,000,N,,
,87905,,#,#,,000,N,,
,87906,,143.10,143.10,,000,N,,
L,87999,  ,B.R.,B.R.,,000,N,,
,88000,  ,#,#,,000,N,,
,88005,  ,#,#,,000,N,,
,88007,  ,#,#,,000,N,,
,88012,  ,#,#,,000,N,,
,88014,  ,#,#,,000,N,,
,88016,  ,#,#,,000,N,,
,88020,  ,#,#,,000,N,,
,88025,  ,#,#,,000,N,,
,88027,  ,#,#,,000,N,,
,88028,  ,#,#,,000,N,,
,88029,  ,#,#,,000,N,,
,88036,  ,#,#,,000,N,,
,88037,  ,#,#,,000,N,,
,88040,  ,#,#,,000,N,,
,88045,  ,#,#,,000,N,,
,88099,  ,#,#,,000,N,,
,88104,  ,39.25,39.25,,000,N,,
,88104,TC,22.75,22.75,,000,N,,
,88104,26,16.51,16.51,,000,N,,
,88106,  ,48.11,48.11,,000,N,,
,88106,TC,31.81,31.81,,000,N,,
,88106,26,16.31,16.31,,000,N,,
,88107,  ,60.19,60.19,,000,N,,
,88107,TC,37.64,37.64,,000,N,,
,88107,26,22.75,22.75,,000,N,,
,88108,  ,45.29,45.29,,000,N,,
,88108,TC,29.19,29.19,,000,N,,
,88108,26,16.31,16.31,,000,N,,
,88112,  ,61.60,61.60,,000,N,,
,88112,TC,27.98,27.98,,000,N,,
,88112,26,33.62,33.62,,000,N,,
,88120,,#,#,,000,N,,
,88120,TC,#,#,,000,N,,
,88120,26,#,#,,000,N,,
,88121,,#,#,,000,N,,
,88125,  ,13.29,13.29,,000,N,,
,88125,TC,5.23,5.23,,000,N,,
,88125,26,7.85,7.85,,000,N,,
,88130,  ,16.73,16.73,,000,N,,
,88140,  ,8.89,8.89,,000,N,,
,88141,  ,17.11,17.11,,000,N,,
,88142,  ,28.51,28.51,,000,N,,
,88143,  ,28.51,28.51,,000,N,,
L,88147,  ,16.02,16.02,,000,N,,
L,88148,  ,21.39,21.39,,000,N,,
L,88150,  ,14.87,14.87,,000,N,,
L,88152,  ,14.87,14.87,,000,N,,
L,88153,  ,14.87,14.87,,000,N,,
L,88154,  ,14.87,14.87,,000,N,,
,88155,  ,8.44,8.44,,000,N,,
,88160,  ,32.61,32.61,,000,N,,
,88160,TC,18.12,18.12,,000,N,,
,88160,26,14.69,14.69,,000,N,,
,88161,  ,32.61,32.61,,000,N,,
,88161,TC,18.52,18.52,,000,N,,
,88161,26,14.09,14.09,,000,N,,
,88162,  ,46.90,46.90,,000,N,,
,88162,TC,24.76,24.76,,000,N,,
,88162,26,21.94,21.94,,000,N,,
L,88164,  ,14.87,14.87,,000,N,,
L,88165,  ,14.87,14.87,,000,N,,
L,88166,  ,14.87,14.87,,000,N,,
L,88167,  ,14.87,14.87,,000,N,,
,88172,  ,30.40,30.40,,000,N,,
,88172,TC,12.48,12.48,,000,N,,
,88172,26,17.92,17.92,,000,N,,
,88173,  ,82.53,82.53,,000,N,,
,88173,TC,41.87,41.87,,000,N,,
,88173,26,40.66,40.66,,000,N,,
,88174,  ,30.06,30.06,,000,N,,
,88175,  ,37.28,37.28,,000,N,,
,88121,TC,#,#,,000,N,,
,88121,26,#,#,,000,N,,
,88177,,#,#,,000,N,,
,88182,  ,62.40,62.40,,000,N,,
,88182,TC,41.87,41.87,,000,N,,
,88182,26,20.53,20.53,,000,N,,
,88184,  ,50.73,50.73,,000,N,,
,88185,  ,30.40,30.40,,000,N,,
,88187,  ,40.06,40.06,,000,N,,
,88188,  ,49.72,49.72,,000,N,,
,88189,  ,61.20,61.20,,000,N,,
,88199,  ,B.R.,B.R.,,000,N,,
,88199,TC,B.R.,B.R.,,000,N,,
,88199,26,B.R.,B.R.,,000,N,,
,88230,  ,129.51,129.51,,000,N,,
,88233,  ,156.45,156.45,,000,N,,
,88235,  ,163.70,163.70,,000,N,,
,88237,  ,140.41,140.41,,000,N,,
,88239,  ,164.00,164.00,,000,N,,
,88240,  ,#,#,,000,N,,
,88241,  ,#,#,,000,N,,
,88245,  ,165.50,165.50,,000,N,,
,88248,  ,192.52,192.52,,000,N,,
,88249,  ,192.52,192.52,,000,N,,
,88261,  ,196.48,196.48,,000,N,,
,88262,  ,138.57,138.57,,000,N,,
,88263,  ,167.07,167.07,,000,N,,
,88264,  ,138.57,138.57,,000,N,,
,88267,  ,199.85,199.85,,000,N,,
,88269,  ,184.90,184.90,,000,N,,
,88271,  ,23.81,23.81,,000,N,,
,88272,  ,29.76,29.76,,000,N,,
,88273,  ,35.72,35.72,,000,N,,
,88274,  ,38.70,38.70,,000,N,,
,88275,  ,44.64,44.64,,000,N,,
,88280,  ,27.90,27.90,,000,N,,
,88283,  ,31.61,31.61,,000,N,,
,88285,  ,21.12,21.12,,000,N,,
,88289,  ,38.28,38.28,,000,N,,
,88291,  ,17.31,17.31,,000,N,,
,88299,  ,B.R.,B.R.,,000,N,,
,88300,  ,16.10,16.10,,000,N,,
,88300,TC,13.49,13.49,,000,N,,
,88300,26,2.62,2.62,,000,N,,
,88302,  ,32.21,32.21,,000,N,,
,88302,TC,28.38,28.38,,000,N,,
,88302,26,3.82,3.82,,000,N,,
,88304,  ,37.64,37.64,,000,N,,
,88304,TC,31.20,31.20,,000,N,,
,88304,26,6.44,6.44,,000,N,,
,88305,  ,63.81,63.81,,000,N,,
,88305,TC,42.07,42.07,,000,N,,
,88305,26,21.74,21.74,,000,N,,
,88307,  ,136.28,136.28,,000,N,,
,88307,TC,88.77,88.77,,000,N,,
,88307,26,47.51,47.51,,000,N,,
,88309,  ,206.13,206.13,,000,N,,
,88309,TC,123.20,123.20,,000,N,,
,88309,26,82.94,82.94,,000,N,,
,88311,  ,11.07,11.07,,000,N,,
,88311,TC,4.03,4.03,,000,N,,
,88311,26,7.05,7.05,,000,N,,
,88312,  ,64.42,64.42,,000,N,,
,88312,TC,48.71,48.71,,000,N,,
,88312,26,15.70,15.70,,000,N,,
,88313,  ,46.90,46.90,,000,N,,
,88313,TC,40.06,40.06,,000,N,,
,88313,26,6.84,6.84,,000,N,,
,88314,  ,54.35,54.35,,000,N,,
,88314,TC,40.86,40.86,,000,N,,
,88314,26,13.29,13.29,,000,N,,
,88318,  ,70.25,70.25,,000,N,,
,88318,TC,57.97,57.97,,000,N,,
,88318,26,12.28,12.28,,000,N,,
,88319,  ,88.37,88.37,,000,N,,
,88319,TC,72.67,72.67,,000,N,,
,88319,26,15.70,15.70,,000,N,,
,88321,  ,53.95,48.11,,000,N,,
,88323,  ,85.55,85.55,,000,N,,
,88323,TC,35.63,35.63,,000,N,,
,88323,26,50.12,50.12,,000,N,,
,88325,  ,119.37,75.89,,000,N,,
,88329,  ,31.00,20.33,,000,N,,
,88331,  ,54.95,54.95,,000,N,,
,88331,TC,19.32,19.32,,000,N,,
,88331,26,35.63,35.63,,000,N,,
,88332,  ,24.16,24.16,,000,N,,
,88332,TC,6.64,6.64,,000,N,,
,88332,26,17.51,17.51,,000,N,,
,88333,  ,56.97,56.97,,000,N,,
,88333,TC,21.14,21.14,,000,N,,
,88333,26,35.83,35.83,,000,N,,
,88334,  ,35.23,35.23,,000,N,,
,88334,TC,13.29,13.29,,000,N,,
,88334,26,21.74,21.74,,000,N,,
,88342,  ,62.40,62.40,,000,N,,
,88342,TC,38.05,38.05,,000,N,,
,88342,26,24.56,24.56,,000,N,,
,88346,  ,61.40,61.40,,000,N,,
,88346,TC,36.84,36.84,,000,N,,
,88346,26,24.56,24.56,,000,N,,
,88347,  ,46.30,46.30,,000,N,,
,88347,TC,23.55,23.55,,000,N,,
,88347,26,22.75,22.75,,000,N,,
,88348,  ,411.26,411.26,,000,N,,
,88348,TC,367.57,367.57,,000,N,,
,88348,26,43.48,43.48,,000,N,,
,88349,  ,216.80,216.80,,000,N,,
,88349,TC,193.85,193.85,,000,N,,
,88349,26,23.15,23.15,,000,N,,
,88355,  ,128.43,128.43,,000,N,,
,88355,TC,78.71,78.71,,000,N,,
,88355,26,49.72,49.72,,000,N,,
,88356,  ,169.49,169.49,,000,N,,
,88356,TC,91.79,91.79,,000,N,,
,88356,26,77.70,77.70,,000,N,,
,88358,  ,44.69,44.69,,000,N,,
,88358,TC,19.73,19.73,,000,N,,
,88358,26,24.96,24.96,,000,N,,
,88360,  ,74.08,74.08,,000,N,,
,88360,TC,42.88,42.88,,000,N,,
,88360,26,31.20,31.20,,000,N,,
,88361,  ,91.19,91.19,,000,N,,
,88361,TC,57.97,57.97,,000,N,,
,88361,26,33.21,33.21,,000,N,,
,88362,  ,169.49,169.49,,000,N,,
,88362,TC,105.88,105.88,,000,N,,
,88362,26,63.61,63.61,,000,N,,
,88177,,#,#,,000,N,,
,88177,TC,#,#,,000,N,,
,88363,,#,#,,000,N,,
,88365,  ,99.64,99.64,,000,N,,
,88365,TC,65.62,65.62,,000,N,,
,88365,26,34.02,34.02,,000,N,,
,88367,  ,154.40,154.40,,000,N,,
,88367,TC,118.16,118.16,,000,N,,
,88367,26,36.23,36.23,,000,N,,
,88368,  ,132.46,132.46,,000,N,,
,88368,TC,95.42,95.42,,000,N,,
,88368,26,37.04,37.04,,000,N,,
,88371,  ,13.76,13.76,,000,N,,
,88371,26,11.27,11.27,,000,N,,
,88372,  ,20.63,20.63,,000,N,,
,88372,26,11.47,11.47,,000,N,,
,88380,  ,105.28,105.28,,000,N,,
,88380,TC,62.00,62.00,,000,N,,
,88380,26,43.08,43.08,,000,N,,
,88381,,110.92,110.92,,000,N,,
,88381,TC,79.11,79.11,,000,N,,
,88381,26,31.81,31.81,,000,N,,
,88384,,B.R.,B.R.,EPA,000,N,,
,88384,TC,B.R.,B.R.,EPA,000,N,,
,88384,26,B.R.,B.R.,EPA,000,N,,
,88385,  ,346.84,346.84,EPA,000,N,,
,88385,TC,307.79,307.79,EPA,000,N,,
,88385,26,39.05,39.05,EPA,000,N,,
,88386,  ,386.70,386.70,PA,000,N,,
,88386,TC,335.37,335.37,PA,000,N,,
,88386,26,51.33,51.33,PA,000,N,,
,88387,,24.16,24.16,,000,N,,
,88387,TC,5.23,5.23,,000,N,,
,88387,26,18.92,18.92,,000,N,,
,88388,,13.89,13.89,,000,N,,
,88388,TC,2.62,2.62,,000,N,,
,88388,26,11.27,11.27,,000,N,,
,88399,  ,B.R.,B.R.,,000,N,,
,88399,TC,B.R.,B.R.,,000,N,,
,88399,26,B.R.,B.R.,,000,N,,
,88720,,5.13,5.13,,000,N,,
,88738,,5.13,5.13,,000,N,,
,88740,,5.13,5.13,,000,N,,
,88741,,5.13,5.13,,000,N,,
,88749,,#,#,,000,N,,
,89049,  ,153.39,39.25,,000,N,,
,89050,  ,5.25,5.25,,000,N,,
,89051,  ,6.12,6.12,,000,N,,
,89055,  ,4.75,4.75,,000,N,,
,89060,  ,7.95,7.95,,000,N,,
,89060,26,11.47,11.47,,000,N,,
,89125,  ,4.80,4.80,,000,N,,
,89160,  ,2.61,2.61,,000,N,,
,89190,  ,5.28,5.28,,000,N,,
,89220,  ,9.66,9.66,,000,N,,
,89230,  ,1.81,1.81,,000,N,,
,89240,  ,#,#,,000,N,,
,89250,  ,#,#,,000,N,,
,89251,  ,#,#,,000,N,,
,89253,  ,#,#,,000,N,,
,89254,  ,#,#,,000,N,,
,89255,  ,#,#,,000,N,,
,89257,  ,#,#,,000,N,,
,89258,  ,#,#,,000,N,,
,89259,  ,#,#,,000,N,,
,89260,  ,#,#,,000,N,,
,89261,  ,#,#,,000,N,,
,89264,  ,#,#,,000,N,,
,89268,  ,#,#,,000,N,,
,89272,  ,#,#,,000,N,,
,89280,  ,#,#,,000,N,,
,89281,  ,#,#,,000,N,,
,89290,  ,#,#,,000,N,,
,89291,  ,#,#,,000,N,,
,89300,  ,#,#,,000,N,,
,89310,  ,#,#,,000,N,,
,89320,  ,#,#,,000,N,,
,89321,  ,Bundled,Bundled,,000,N,,
,89322,,#,#,,000,N,,
,89325,  ,#,#,,000,N,,
,89329,  ,#,#,,000,N,,
,89330,  ,#,#,,000,N,,
,89331,,#,#,,000,N,,
,89335,  ,#,#,,000,N,,
,89342,  ,#,#,,000,N,,
,89343,  ,#,#,,000,N,,
,89344,  ,#,#,,000,N,,
,89346,  ,#,#,,000,N,,
,89352,  ,#,#,,000,N,,
,89353,  ,#,#,,000,N,,
,89354,  ,#,#,,000,N,,
,89356,  ,#,#,,000,N,,
,89398,,#,#,,000,N,,
,90460,,#,#,,000,N,,
,90461,,#,#,,000,N,,
D,90470,,,,,,,,
,90471,  ,13.89,13.89,,000,N,,
,90472,  ,6.84,6.84,,000,N,,
,90473,  ,#,#,,000,N,,
,90474,  ,#,#,,000,N,,
L,90801,  ,91.79,73.27,,000,N,,
L,90802,  ,99.64,80.12,,000,N,,
L,90804,  ,37.64,30.20,,000,N,,
L,90805,  ,42.88,35.03,,000,N,,
L,90806,  ,50.53,46.30,,000,N,,
L,90807,  ,59.38,51.73,,000,N,,
L,90808,  ,50.53,46.30,,000,N,,
L,90809,  ,83.34,76.29,,000,N,,
L,90810,  ,38.85,33.01,,000,N,,
L,90811,  ,48.31,38.45,,000,N,,
L,90812,  ,55.36,48.92,,000,N,,
L,90813,  ,64.62,54.75,,000,N,,
L,90814,  ,79.71,73.27,,000,N,,
L,90815,  ,90.79,80.72,,000,N,,
L,90816,  ,31.20,33.21,,000,N,,
L,90817,  ,37.84,38.45,,000,N,,
L,90818,  ,46.30,49.32,,000,N,,
L,90819,  ,54.15,54.95,,000,N,,
L,90821,  ,68.64,72.67,,000,N,,
L,90822,  ,77.70,79.11,,000,N,,
L,90823,  ,34.22,35.83,,000,N,,
L,90824,  ,40.66,41.47,,000,N,,
L,90826,  ,49.52,52.34,,000,N,,
L,90827,  ,56.57,57.57,,000,N,,
L,90828,  ,71.66,75.69,,000,N,,
L,90829,  ,80.12,81.73,,000,N,,
L,90845,  ,47.31,45.70,,000,N,,
,90846,  ,#,#,,000,N,,
L,90847,  ,62.40,57.57,,000,N,,
,90849,  ,#,#,,000,N,,
L,90853,  ,18.92,17.51,,000,N,,
L,90857,  ,21.94,18.92,,000,N,,
,90862,  ,34.42,26.57,,000,N,Not allowed in POS 21,
L,90865,  ,94.01,75.49,,000,N,,
,90867,,#,#,,000,N,,
,90868,,#,#,,000,N,,
L,90870,  ,99.64,63.81,,000,N,,
,90875,  ,#,#,,000,N,,
,90876,  ,#,#,,000,N,,
,90880,  ,#,#,,000,N,,
,90882,  ,#,#,,000,N,,
,90885,  ,Bundled,Bundled,,000,N,,
,90887,  ,Bundled,Bundled,,000,N,,
,90889,  ,Bundled,Bundled,,000,N,,
L,90899,  ,B.R.,B.R.,,000,N,,
,90901,  ,#,#,,000,N,,
,90911,  ,52.14,26.97,,000,N,,
,90935,  ,44.29,44.29,,000,N,,
,90937,  ,63.41,63.41,,000,N,,
,90940,  ,B.R.,B.R.,,000,N,,
,90945,  ,49.12,49.12,,000,N,,
,90947,  ,74.08,74.08,,000,N,,
,90951,,567.46,567.46,,000,N,,
,90952,,B.R.,B.R.,,000,N,,
,90953,,B.R.,B.R.,,000,N,,
,90954,,475.67,475.67,,000,N,,
,90955,,268.94,268.94,,000,N,,
,90956,,184.59,184.59,,000,N,,
,90957,,380.66,380.66,,000,N,,
,90958,,257.87,257.87,,000,N,,
,90959,,171.71,171.71,,000,N,,
,90960,,169.29,169.29,,000,N,,
,90961,,139.30,139.30,,000,N,,
,90962,,104.07,104.07,,000,N,,
,90963,,324.29,324.29,,000,N,,
,90964,,275.38,275.38,,000,N,,
,90965,,262.50,262.50,,000,N,,
,90966,,138.49,138.49,,000,N,,
,90967,,11.07,11.07,,000,N,,
,90968,,9.06,9.06,,000,N,,
,90969,,8.86,8.86,,000,N,,
,90970,,4.63,4.63,,000,N,,
,90989,  ,B.R.,B.R.,,000,N,,
,90993,  ,B.R.,B.R.,,000,N,,
,90997,  ,52.74,52.74,,000,N,,
,90999,  ,B.R.,B.R.,,000,N,,
,91010,  ,112.73,112.73,,000,N,,
,91010,TC,71.66,71.66,,000,N,,
,91010,26,41.07,41.07,,000,N,,
,91013,,13.89,13.89,,000,N,,
,91013,TC,8.05,8.05,,000,N,,
,91013,26,5.84,5.84,,000,N,,
,91020,  ,142.72,142.72,,000,N,,
,91020,TC,96.83,96.83,,000,N,,
,91020,26,45.90,45.90,,000,N,,
,91022,  ,110.11,110.11,,000,N,,
,91022,TC,63.61,63.61,,000,N,,
,91022,26,46.70,46.70,,000,N,,
,91030,  ,84.75,84.75,,000,N,,
,91030,TC,55.36,55.36,,000,N,,
,91030,26,29.59,29.59,,000,N,,
,91034,  ,119.17,119.17,,000,N,,
,91034,TC,88.37,88.37,,000,N,,
,91034,26,30.80,30.80,,000,N,,
,91035,  ,293.70,293.70,,000,N,,
,91035,TC,242.97,242.97,,000,N,,
,91035,26,50.73,50.73,,000,N,,
,91037,  ,98.44,98.44,,000,N,,
,91037,TC,66.83,66.83,,000,N,,
,91037,26,31.60,31.60,,000,N,,
,91038,  ,180.36,180.36,,000,N,,
,91038,TC,144.94,144.94,,000,N,,
,91038,26,35.43,35.43,,000,N,,
,91040,  ,207.14,207.14,,000,N,,
,91040,TC,177.35,177.35,,000,N,,
,91040,26,29.79,29.79,,000,N,,
,91065,  ,47.91,47.91,,000,N,,
,91065,TC,41.67,41.67,,000,N,,
,91065,26,6.24,6.24,,000,N,,
,91110,  ,#,#,,000,N,,
,91110,TC,#,#,,000,N,,
,91110,26,#,#,,000,N,,
,91111,,#,#,,000,N,,
,91111,TC,#,#,,000,N,,
,91111,26,#,#,,000,N,,
,91117,,83.54,88.97,,000,N,,
,91120,  ,232.30,232.30,,000,N,,
,91120,TC,202.71,202.71,,000,N,,
,91120,26,29.59,29.59,,000,N,,
,91122,  ,137.29,137.29,,000,N,,
,91122,TC,84.14,84.14,,000,N,,
,91122,26,53.14,53.14,,000,N,,
,91132,  ,85.15,85.15,,000,N,,
,91132,TC,68.44,68.44,,000,N,,
,91132,26,16.71,16.71,,000,N,,
,91133,  ,104.07,104.07,,000,N,,
,91133,TC,82.53,82.53,,000,N,,
,91133,26,21.54,21.54,,000,N,,
,91299,  ,B.R.,B.R.,,000,N,,
,91299,TC,B.R.,B.R.,,000,N,,
,91299,26,B.R.,B.R.,,000,N,,
,92002,  ,45.09,27.78,,000,N,,
,92004,  ,83.54,57.37,,000,N,,
,92012,  ,47.71,29.99,,000,N,,
,92014,  ,69.25,45.70,,000,N,,
,92015,  ,15.90,11.47,,000,N,,
,92018,  ,82.33,82.33,,000,N,,
,92019,  ,39.86,39.86,,000,N,,
,92020,  ,15.50,12.28,,000,N,,
,92025,,20.94,20.94,PA,000,N,,
,92025,TC,9.66,9.66,PA,000,N,,
,92025,26,11.27,11.27,PA,000,N,,
,92060,  ,36.23,36.23,,000,N,,
,92060,TC,13.89,13.89,,000,N,,
,92060,26,22.34,22.34,,000,N,,
,92065,  ,29.19,29.19,PA,000,N,,
,92065,TC,18.72,18.72,PA,000,N,,
,92065,26,10.47,10.47,PA,000,N,,
,92070,  ,40.06,22.34,,000,N,,
,92081,  ,29.19,29.19,,000,N,,
,92081,TC,19.32,19.32,,000,N,,
,92081,26,9.86,9.86,,000,N,,
,92082,  ,40.46,40.46,,000,N,,
,92082,TC,27.58,27.58,,000,N,,
,92082,26,13.08,13.08,,000,N,,
,92083,  ,50.73,50.73,,000,N,,
,92083,TC,34.22,34.22,,000,N,,
,92083,26,16.31,16.31,,000,N,,
,92100,  ,54.35,28.99,,000,N,,
,92120,  ,44.29,25.57,,000,N,,
,92130,  ,49.32,26.37,,000,N,,
,92132,,21.74,21.74,,000,N,,
,92132,TC,9.26,9.26,,000,N,,
,92132,26,12.48,12.48,,000,N,,
,92133,,26.57,26.57,,000,N,,
,92133,TC,9.26,9.26,,000,N,,
,92133,26,17.31,17.31,,000,N,,
,92134,,26.57,26.57,,000,N,,
,92134,TC,9.26,9.26,,000,N,,
,92134,26,17.31,17.31,,000,N,,
,92136,  ,49.92,49.92,,000,N,,
,92136,TC,32.21,32.21,,000,N,,
,92136,26,17.71,17.71,,000,N,,
,92140,  ,35.23,15.50,,000,N,,
,92225,  ,15.10,12.48,,000,N,,
,92226,  ,13.69,10.67,,000,N,,
,92227,,#,#,,000,N,,
,92228,,#,#,,000,N,,
,92228,TC,#,#,,000,N,,
,92228,26,#,#,,000,N,,
,92230,  ,34.42,19.12,,000,N,,
,92235,  ,78.51,78.51,,000,N,,
,92235,TC,51.53,51.53,,000,N,,
,92235,26,26.97,26.97,,000,N,,
,92240,  ,143.73,143.73,,000,N,,
,92240,TC,107.29,107.29,,000,N,,
,92240,26,36.23,36.23,,000,N,,
,92250,  ,44.29,44.29,,000,N,,
,92250,TC,30.40,30.40,,000,N,,
,92250,26,13.89,13.89,,000,N,,
,92260,  ,10.67,6.44,,000,N,,
,92265,  ,46.90,46.90,,000,N,,
,92265,TC,21.34,21.34,,000,N,,
,92265,26,25.57,25.57,,000,N,,
,92270,  ,52.34,52.34,,000,N,,
,92270,TC,28.18,28.18,,000,N,,
,92270,26,24.36,24.36,,000,N,,
,92275,  ,85.15,85.15,,000,N,,
,92275,TC,51.94,51.94,,000,N,,
,92275,26,33.21,33.21,,000,N,,
,92283,  ,29.19,29.19,,000,N,,
,92283,TC,23.95,23.95,,000,N,,
,92283,26,5.23,5.23,,000,N,,
,92284,  ,35.63,35.63,,000,N,,
,92284,TC,28.58,28.58,,000,N,,
,92284,26,7.05,7.05,,000,N,,
,92285,  ,16.71,16.71,,000,N,,
,92285,TC,14.29,14.29,,000,N,,
,92285,26,2.42,2.42,,000,N,,
,92286,  ,71.46,71.46,,000,N,,
,92286,TC,50.53,50.53,,000,N,,
,92286,26,20.94,20.94,,000,N,,
,92287,  ,69.85,26.77,,000,N,,
,92310,  ,55.76,35.43,,000,N,,
,92311,  ,57.57,33.21,,000,N,,
,92312,  ,65.42,38.05,,000,N,,
,92313,  ,56.57,29.59,,000,N,,
,92314,  ,45.49,20.73,,000,N,,
,92315,  ,42.07,13.69,,000,N,,
,92316,  ,56.36,22.34,,000,N,,
,92317,  ,42.07,12.68,,000,N,,
,92325,  ,#,#,,000,N,,
,92326,  ,#,#,,000,N,,
,92340,  ,21.14,21.14,,000,N,,
,92341,  ,24.16,24.16,,000,N,,
,92342,  ,26.17,26.17,,000,N,,
,92352,  ,23.95,23.95,,000,N,,
,92353,  ,27.58,27.58,,000,N,,
,92354,  ,34.22,34.22,PA,000,N,,
,92355,  ,23.95,23.95,PA,000,N,,
,92358,  ,#,#,,000,N,,
,92370,  ,18.52,9.86,,000,N,0-20 years of age only,
,92371,  ,7.85,7.85,,000,N,0-20 years of age only,
,92499,  ,B.R.,B.R.,,000,N,,
,92499,TC,B.R.,B.R.,,000,N,,
,92499,26,B.R.,B.R.,,000,N,,
,92502,  ,57.77,57.77,,000,N,,
,92504,  ,18.12,5.84,,000,N,,
,92506,  ,100.65,100.65,,000,N,,
,92507,  ,49.12,49.12,,000,N,,
,92508,  ,16.10,16.10,,000,N,,
,92511,  ,96.42,36.23,,000,N,,
,92512,  ,36.84,17.11,,000,N,,
,92516,  ,40.86,13.89,,000,N,,
,92520,  ,40.46,24.36,,000,N,,
,92526,  ,56.16,56.16,,000,N,,
,92531,  ,Bundled,Bundled,,000,N,,
,92532,  ,Bundled,Bundled,,000,N,,
,92533,  ,Bundled,Bundled,,000,N,,
,92534,  ,Bundled,Bundled,,000,N,,
,92540,,58.18,58.18,,000,N,,
,92540,TC,11.27,11.27,,000,N,,
,92540,26,46.90,46.90,,000,N,,
,92541,  ,27.38,27.38,,000,N,,
,92541,TC,15.10,15.10,,000,N,,
,92541,26,12.08,12.08,,000,N,,
,92542,  ,27.18,27.18,,000,N,,
,92542,TC,17.11,17.11,,000,N,,
,92542,26,10.07,10.07,,000,N,,
,92543,  ,13.49,13.49,,000,N,,
,92543,TC,10.27,10.27,,000,N,,
,92543,26,3.22,3.22,,000,N,,
,92544,  ,22.14,22.14,,000,N,,
,92544,TC,14.29,14.29,,000,N,,
,92544,26,7.85,7.85,,000,N,,
,92545,  ,20.73,20.73,,000,N,,
,92545,TC,13.69,13.69,,000,N,,
,92545,26,7.05,7.05,,000,N,,
,92546,  ,56.77,56.77,,000,N,,
,92546,TC,48.11,48.11,,000,N,,
,92546,26,8.66,8.66,,000,N,,
,92547,  ,3.02,3.02,,000,N,,
,92548,  ,61.60,61.60,,000,N,,
,92548,TC,46.50,46.50,,000,N,,
,92548,26,15.30,15.30,,000,N,,
,92550,,12.48,12.48,,000,N,,
,92551,  ,7.05,7.05,,000,N,,
,92552,  ,15.30,15.30,,000,N,,
,92553,  ,19.53,19.53,,000,N,,
,92555,  ,11.27,11.27,,000,N,,
,92556,  ,17.51,17.51,,000,N,,
,92557,  ,24.16,21.74,,000,N,,
,92559,  ,#,#,,000,N,,
,92560,  ,#,#,,000,N,,
,92561,  ,#,#,,000,N,,
,92562,  ,#,#,,000,N,,
,92563,  ,#,#,,000,N,,
,92564,  ,#,#,,000,N,,
,92565,  ,#,#,,000,N,,
,92567,  ,9.06,7.45,,000,N,,
,92568,  ,9.86,9.66,,000,N,,
,92570,,18.92,17.71,,000,N,,
,92571,  ,#,#,,000,N,,
,92572,  ,#,#,,000,N,,
,92575,  ,#,#,,000,N,,
,92576,  ,#,#,,000,N,,
,92577,  ,#,#,,000,N,,
,92579,  ,25.97,23.55,,000,N,,
,92582,  ,31.00,31.00,,000,N,,
,92583,  ,#,#,,000,N,,
,92584,  ,40.26,40.26,,000,N,,
,92585,  ,68.24,68.24,,000,N,,
,92585,TC,52.94,52.94,,000,N,,
,92585,26,15.30,15.30,,000,N,,
,92586,  ,42.47,42.47,,000,N,,
,92587,  ,22.34,22.34,,000,N,,
,92587,TC,18.12,18.12,,000,N,,
,92587,26,4.23,4.23,,000,N,,
,92588,  ,39.86,39.86,,000,N,,
,92588,TC,28.79,28.79,,000,N,,
,92588,26,11.07,11.07,,000,N,,
,92590,  ,#,#,,000,N,,
,92591,  ,#,#,,000,N,,
,92592,  ,#,#,,000,N,,
,92593,  ,#,#,,000,N,,
,92594,  ,#,#,,000,N,,
,92595,  ,#,#,,000,N,,
,92596,  ,#,#,,000,N,,
,92597,  ,58.58,58.58,,000,N,,
,92601,  ,86.96,77.10,,000,N,,
,92602,  ,53.75,45.09,,000,N,,
,92603,  ,84.95,74.08,,000,N,,
,92604,  ,50.33,41.47,,000,N,,
,92605,  ,Bundled,Bundled,,000,N,,
,92606,  ,Bundled,Bundled,,000,N,,
,92607,  ,105.68,105.68,,000,N,,
,92608,  ,31.20,31.20,,000,N,,
