Medicaid Purchasing Administration ,,,,,,,,
Physician-Related Services/ Professional and Emergent Oral Healthcare Services,,,,,,,,
"Effective January 1, 2011",,,,,,,,
"Fee Schedule Updated March 30, 2012",,,,,,,,
Link to Legend,,,,,,,,
Code Status Indicator,Code,Mod,NFS Maximum Allowable ,FS Maximum Allowable ,PA Required,Global Days,Assist at surgery,Comments
N/R,93459,TC,529.96,529.96,,000,N,
N/R,93459,26,225.63,225.63,,000,N,
N/R,93460,,808.28,808.28,,000,N,
N/R,93460,TC,556.86,556.86,,000,N,
N/R,93460,26,251.42,251.42,,000,N,
N/R,93461,,926.55,926.55,,000,N,
N/R,93461,TC,649.34,649.34,,000,N,
N/R,93461,26,277.43,277.43,,000,N,
N/R,93462,,127.82,127.82,,000,N,
N,93463,,#,#,,000,N,
N/R,93464,,163.17,163.17,,000,N,
N/R,93464,TC,103.37,103.37,,000,N,
N,93464,26,59.80,59.80,,000,N,
D,93501,,,,,,,
D,93501,,,,,,,
D,93501,,,,,,,
,93503,  ,84.70,84.70,,000,N,
,93505,  ,461.05,461.05,,000,N,
,93505,TC,310.33,310.33,,000,N,
,93505,26,150.72,150.72,,000,N,
D,93508,,,,,,,
D,93508,,,,,,,
D,93508,,,,,,,
D,93510,,,,,,,
D,93510,,,,,,,
D,93510,,,,,,,
D,93511,,,,,,,
D,93511,,,,,,,
D,93511,,,,,,,
D,93514,,,,,,,
D,93514,,,,,,,
D,93514,,,,,,,
D,93524,,,,,,,
D,93524,,,,,,,
D,93524,,,,,,,
D,93526,,,,,,,
D,93526,,,,,,,
D,93526,,,,,,,
D,93527,,,,,,,
D,93527,,,,,,,
D,93527,,,,,,,
D,93528,,,,,,,
D,93528,,,,,,,
D,93528,,,,,,,
D,93529,,,,,,,
D,93529,,,,,,,
D,93529,,,,,,,
,93530,  ,B.R.,B.R.,,000,N,
,93530,TC,B.R.,B.R.,,000,N,
,93530,26,145.61,145.61,,000,N,
,93531,  ,B.R.,B.R.,,000,N,
,93531,TC,B.R.,B.R.,,000,N,
,93531,26,285.88,285.88,,000,N,
,93532,  ,B.R.,B.R.,,000,N,
,93532,TC,B.R.,B.R.,,000,N,
,93532,26,339.45,339.45,,000,N,
,93533,  ,B.R.,B.R.,,000,N,
,93533,TC,B.R.,B.R.,,000,N,
,93533,26,228.08,228.08,,000,N,
D,93539,,,,,,,
D,93540,,,,,,,
D,93541,,,,,,,
D,93542,,,,,,,
D,93543,,,,,,,
D,93544,,,,,,,
D,93545,,,,,,,
D,93555,,,,,,,
D,93555,,,,,,,
D,93555,,,,,,,
D,93556,,,,,,,
D,93556,,,,,,,
D,93556,,,,,,,
,93561,  ,B.R.,B.R.,,000,N,
,93561,TC,B.R.,B.R.,,000,N,
,93561,26,14.89,14.89,,000,N,
,93562,  ,B.R.,B.R.,,000,N,
,93562,TC,B.R.,B.R.,,000,N,
,93562,26,4.67,4.67,,000,N,
N,93563,,36.01,36.01,,000,N,
N/R,93564,,36.46,36.46,,000,N,
N/R,93565,,27.57,27.57,,000,N,
N/R,93566,,110.71,27.57,,000,N,
N/R,93567,,91.14,31.12,,000,N,
N/R,93568,,100.04,28.23,,000,N,
,93571,  ,B.R.,B.R.,,000,N,
,93571,TC,B.R.,B.R.,,000,N,
,93571,26,59.58,59.58,,000,N,
,93572,  ,B.R.,B.R.,,000,N,
,93572,TC,B.R.,B.R.,,000,N,
,93572,26,47.35,47.35,,000,N,
,93580,  ,631.33,631.33,,000,N,
,93581,  ,832.51,832.51,,000,N,
,93600,  ,B.R.,B.R.,,000,N,
,93600,TC,B.R.,B.R.,,000,N,
,93600,26,73.58,73.58,,000,N,
,93602,  ,B.R.,B.R.,,000,N,
,93602,TC,B.R.,B.R.,,000,N,
,93602,26,73.14,73.14,,000,N,
,93603,  ,B.R.,B.R.,,000,N,
,93603,TC,B.R.,B.R.,,000,N,
,93603,26,73.14,73.14,,000,N,
,93609,  ,B.R.,B.R.,,000,N,
,93609,TC,B.R.,B.R.,,000,N,
,93609,26,174.06,174.06,,000,N,
,93610,  ,B.R.,B.R.,,000,N,
,93610,TC,B.R.,B.R.,,000,N,
,93610,26,104.26,104.26,,000,N,
,93612,  ,B.R.,B.R.,,000,N,
,93612,TC,B.R.,B.R.,,000,N,
,93612,26,103.59,103.59,,000,N,
,93613,  ,244.31,244.31,,000,N,
,93615,  ,B.R.,B.R.,,000,N,
,93615,TC,B.R.,B.R.,,000,N,
,93615,26,32.46,32.46,,000,N,
,93616,  ,B.R.,B.R.,,000,N,
,93616,TC,B.R.,B.R.,,000,N,
,93616,26,41.57,41.57,,000,N,
,93618,  ,B.R.,B.R.,,000,N,
,93618,TC,B.R.,B.R.,,000,N,
,93618,26,148.94,148.94,,000,N,
,93619,  ,B.R.,B.R.,,000,N,
,93619,TC,B.R.,B.R.,,000,N,
,93619,26,257.20,257.20,,000,N,
,93620,  ,B.R.,B.R.,,000,N,
,93620,TC,B.R.,B.R.,,000,N,
,93620,26,405.25,405.25,,000,N,
,93621,  ,B.R.,B.R.,,000,N,
,93621,TC,B.R.,B.R.,,000,N,
,93621,26,73.36,73.36,,000,N,
,93622,  ,B.R.,B.R.,,000,N,
,93622,TC,B.R.,B.R.,,000,N,
,93622,26,107.37,107.37,,000,N,
,93623,  ,B.R.,B.R.,,000,N,
,93623,TC,B.R.,B.R.,,000,N,
,93623,26,99.59,99.59,,000,N,
,93624,  ,B.R.,B.R.,,000,N,
,93624,TC,B.R.,B.R.,,000,N,
,93624,26,169.17,169.17,,000,N,
,93631,  ,B.R.,B.R.,,000,N,
,93631,TC,B.R.,B.R.,,000,N,
,93631,26,248.98,248.98,,000,N,
,93640,  ,B.R.,B.R.,,000,N,
,93640,TC,B.R.,B.R.,,000,N,
,93640,26,122.04,122.04,,000,N,
,93641,  ,B.R.,B.R.,,000,N,
,93641,TC,B.R.,B.R.,,000,N,
,93641,26,206.52,206.52,,000,N,
,93642,  ,268.32,268.32,,000,N,
,93642,TC,106.48,106.48,,000,N,
,93642,26,161.83,161.83,,000,N,
,93650,  ,371.91,371.91,,000,N,
,93651,  ,566.20,566.20,,000,N,
,93652,  ,616.22,616.22,,000,N,
,93660,  ,101.59,101.59,,000,N,
,93660,TC,39.57,39.57,,000,N,
,93660,26,62.02,62.02,,000,N,
,93662,  ,B.R.,B.R.,,000,N,
,93662,TC,B.R.,B.R.,,000,N,
,93662,26,92.92,92.92,,000,N,
,93668,  ,#,#,,000,N,
,93701,  ,#,#,,000,N,
,93701,TC,#,#,,000,N,
,93701,26,#,#,,000,N,
,93720,  ,27.34,27.34,,000,N,
,93721,  ,22.23,22.23,,000,N,
,93722,  ,5.11,5.11,,000,N,
,93724,  ,191.40,191.40,,000,N,
,93724,TC,31.57,31.57,,000,N,
,93724,26,159.83,159.83,,000,N,
,93740,  ,Bundled,Bundled,,000,N,
,93740,TC,Bundled,Bundled,,000,N,
,93740,26,Bundled,Bundled,,000,N,
,93745,  ,B.R.,B.R.,PA,000,N,
,93745,TC,B.R.,B.R.,PA,000,N,
,93745,26,B.R.,B.R.,PA,000,N,
,93750,,31.57,27.79,,000,N,
,93770,  ,Bundled,Bundled,,000,N,
,93770,TC,Bundled,Bundled,,000,N,
,93770,26,Bundled,Bundled,,000,N,
,93784,  ,39.57,39.57,,000,N,
,93786,  ,17.78,17.78,,000,N,
,93788,  ,10.00,10.00,,000,N,
,93790,  ,11.78,11.78,,000,N,
,93797,  ,#,#,,000,N,
L,93798,  ,15.56,9.11,,000,N,
,93799,  ,B.R.,B.R.,,000,N,
,93799,TC,B.R.,B.R.,,000,N,
,93799,26,B.R.,B.R.,,000,N,
,93875,  ,60.69,60.69,,000,N,
,93875,TC,53.80,53.80,,000,N,
,93875,26,6.89,6.89,,000,N,
,93880,  ,144.94,144.94,,000,N,
,93880,TC,126.27,126.27,,000,N,
,93880,26,18.67,18.67,,000,N,
,93882,  ,98.03,98.03,,000,N,
,93882,TC,85.59,85.59,,000,N,
,93882,26,12.45,12.45,,000,N,
,93886,  ,182.73,182.73,,000,N,
,93886,TC,154.50,154.50,,000,N,
,93886,26,28.45,28.45,,000,N,
,93888,  ,121.60,121.60,,000,N,
,93888,TC,102.48,102.48,,000,N,
,93888,26,19.12,19.12,,000,N,
,93890,  ,159.61,159.61,,000,N,
,93890,TC,129.38,129.38,,000,N,
,93890,26,30.23,30.23,,000,N,
,93892,  ,183.62,183.62,,000,N,
,93892,TC,148.72,148.72,,000,N,
,93892,26,34.68,34.68,,000,N,
,93893,  ,179.62,179.62,,000,N,
,93893,TC,144.50,144.50,,000,N,
,93893,26,34.90,34.90,,000,N,
,93922,  ,71.80,71.80,,000,N,
,93922,TC,64.47,64.47,,000,N,
,93922,26,7.56,7.56,,000,N,
,93923,  ,110.48,110.48,,000,N,
,93923,TC,96.70,96.70,,000,N,
,93923,26,13.78,13.78,,000,N,
,93924,  ,135.83,135.83,,000,N,
,93924,TC,120.26,120.26,,000,N,
,93924,26,15.56,15.56,,000,N,
,93925,  ,182.29,182.29,,000,N,
,93925,TC,164.72,164.72,,000,N,
,93925,26,17.78,17.78,,000,N,
,93926,  ,117.60,117.60,,000,N,
,93926,TC,105.37,105.37,,000,N,
,93926,26,12.23,12.23,,000,N,
,93930,  ,143.16,143.16,,000,N,
,93930,TC,128.93,128.93,,000,N,
,93930,26,14.23,14.23,,000,N,
,93931,  ,95.59,95.59,,000,N,
,93931,TC,86.03,86.03,,000,N,
,93931,26,9.34,9.34,,000,N,
,93965,  ,73.14,73.14,,000,N,
,93965,TC,62.47,62.47,,000,N,
,93965,26,10.67,10.67,,000,N,
,93970,  ,148.05,148.05,,000,N,
,93970,TC,127.16,127.16,,000,N,
,93970,26,20.90,20.90,,000,N,
,93971,  ,97.59,97.59,,000,N,
,93971,TC,83.58,83.58,,000,N,
,93971,26,14.00,14.00,,000,N,
,93975,  ,221.63,221.63,,000,N,
,93975,TC,166.06,166.06,,000,N,
,93975,26,55.80,55.80,,000,N,
,93976,  ,126.93,126.93,,000,N,
,93976,TC,89.59,89.59,,000,N,
,93976,26,37.35,37.35,,000,N,
,93978,  ,139.38,139.38,,000,N,
,93978,TC,119.15,119.15,,000,N,
,93978,26,20.01,20.01,,000,N,
,93979,  ,96.48,96.48,,000,N,
,93979,TC,82.92,82.92,,000,N,
,93979,26,13.56,13.56,,000,N,
,93980,  ,104.48,104.48,,000,N,
,93980,TC,65.36,65.36,,000,N,
,93980,26,39.12,39.12,,000,N,
,93981,  ,71.80,71.80,,000,N,
,93981,TC,58.24,58.24,,000,N,
,93981,26,13.56,13.56,,000,N,
,93982,,24.90,24.90,,000,N,
,93990,  ,117.60,117.60,,000,N,
,93990,TC,110.04,110.04,,000,N,
,93990,26,7.56,7.56,,000,N,
,94002,,54.46,54.46,,000,N,
,94003,,39.12,39.12,,000,N,
,94004,,28.68,28.68,,000,N,
,94005,,#,#,,000,N,
,94010,  ,20.01,20.01,,000,N,
,94010,TC,14.89,14.89,,000,N,
,94010,26,5.11,5.11,,000,N,
,94011,,59.80,59.80,,000,N,
,94012,,92.25,92.25,,000,N,
,94013,,19.12,19.12,,000,N,
,94014,  ,29.57,29.57,,000,N,
,94015,  ,14.23,14.23,,000,N,
,94016,  ,15.34,15.34,,000,N,
,94060,  ,34.90,34.90,,000,N,
,94060,TC,26.01,26.01,,000,N,
,94060,26,9.11,9.11,,000,N,
,94070,  ,34.90,34.90,,000,N,
,94070,TC,17.56,17.56,,000,N,
,94070,26,17.34,17.34,,000,N,
,94150,  ,Bundled,Bundled,,000,N,
,94150,TC,Bundled,Bundled,,000,N,
,94150,26,Bundled,Bundled,,000,N,
,94200,  ,13.56,13.56,,000,N,
,94200,TC,10.23,10.23,,000,N,
,94200,26,3.33,3.33,,000,N,
,94240,  ,23.12,23.12,,000,N,
,94240,TC,15.56,15.56,,000,N,
,94240,26,7.56,7.56,,000,N,
,94250,  ,14.67,14.67,,000,N,
,94250,TC,11.34,11.34,,000,N,
,94250,26,3.33,3.33,,000,N,
,94260,  ,18.67,18.67,,000,N,
,94260,TC,14.89,14.89,,000,N,
,94260,26,3.78,3.78,,000,N,
,94350,  ,20.45,20.45,,000,N,
,94350,TC,12.89,12.89,,000,N,
,94350,26,7.56,7.56,,000,N,
,94360,  ,25.56,25.56,,000,N,
,94360,TC,18.01,18.01,,000,N,
,94360,26,7.56,7.56,,000,N,
,94370,  ,20.01,20.01,,000,N,
,94370,TC,12.45,12.45,,000,N,
,94370,26,7.56,7.56,,000,N,
,94375,  ,22.45,22.45,,000,N,
,94375,TC,13.56,13.56,,000,N,
,94375,26,8.89,8.89,,000,N,
,94400,  ,30.90,30.90,,000,N,
,94400,TC,19.34,19.34,,000,N,
,94400,26,11.56,11.56,,000,N,
,94450,  ,32.90,32.90,,000,N,
,94450,TC,21.34,21.34,,000,N,
,94450,26,11.56,11.56,,000,N,
,94452,  ,#,#,,000,N,
,94452,TC,#,#,,000,N,
,94452,26,#,#,,000,N,
,94453,  ,#,#,,000,N,
,94453,TC,#,#,,000,N,
,94453,26,#,#,,000,N,
,94610,,#,#,,000,N,
,94620,  ,39.79,39.79,,000,N,
,94620,TC,20.90,20.90,,000,N,
,94620,26,18.67,18.67,,000,N,
,94621,  ,96.26,96.26,,000,N,
,94621,TC,53.57,53.57,,000,N,
,94621,26,42.46,42.46,,000,N,
,94640,  ,8.45,8.45,,000,N,
,94642,  ,40.65,40.65,,000,N,
,94644,,#,#,,000,N,
,94645,,#,#,,000,N,
,94660,  ,34.68,22.23,,000,N,
,94662,  ,22.01,22.01,,000,N,
,94664,  ,8.67,8.67,,000,N,
,94667,  ,12.00,12.00,,000,N,
,94668,  ,11.78,11.78,,000,N,
,94680,  ,33.79,33.79,,000,N,
,94680,TC,26.23,26.23,,000,N,
,94680,26,7.78,7.78,,000,N,
,94681,  ,34.68,34.68,,000,N,
,94681,TC,28.90,28.90,,000,N,
,94681,26,6.00,6.00,,000,N,
,94690,  ,29.57,29.57,,000,N,
,94690,TC,27.57,27.57,,000,N,
,94690,26,2.22,2.22,,000,N,
,94720,  ,30.23,30.23,,000,N,
,94720,TC,22.67,22.67,,000,N,
,94720,26,7.56,7.56,,000,N,
,94725,  ,36.01,36.01,,000,N,
,94725,TC,28.68,28.68,,000,N,
,94725,26,7.56,7.56,,000,N,
,94750,  ,43.35,43.35,,000,N,
,94750,TC,36.90,36.90,,000,N,
,94750,26,6.67,6.67,,000,N,
,94760,  ,Bundled,Bundled,,000,N,
,94761,  ,Bundled,Bundled,,000,N,
,94762,  ,13.78,13.78,,000,N,
,94770,  ,21.12,21.12,,000,N,
D,94770,TC,,,,,,
D,94770,26,,,,,,
,94772,  ,180.53,180.53,,000,N,
,94772,TC,99.27,99.27,,000,N,
,94772,26,81.24,81.24,,000,N,
,94774,,B.R.,B.R.,PA,000,N,
,94775,,B.R.,B.R.,PA,000,N,
,94776,,B.R.,B.R.,PA,000,N,
,94777,,B.R.,B.R.,PA,000,N,
,94799,  ,B.R.,B.R.,,000,N,
,94799,TC,B.R.,B.R.,,000,N,
,94799,26,B.R.,B.R.,,000,N,
,95004,  ,3.56,3.56,,000,N,
,95010,  ,10.45,10.45,,000,N,
,95012,,#,#,,000,N,
,95015,  ,8.00,8.00,,000,N,
,95024,  ,4.22,4.22,,000,N,
,95027,  ,2.89,2.89,,000,N,
,95028,  ,6.89,6.89,,000,N,
,95044,  ,3.56,3.56,,000,N,
,95052,  ,4.00,4.00,,000,N,
,95056,  ,22.01,22.01,,000,N,
,95060,  ,15.12,15.12,,000,N,
,95065,  ,13.34,13.34,,000,N,
,95070,  ,23.56,23.56,,000,N,
,95071,  ,29.57,29.57,,000,N,
,95075,  ,38.24,28.90,,000,N,
,95115,  ,6.00,6.00,,000,N,
,95117,  ,7.34,7.34,,000,N,
,95120,  ,#,#,,000,N,
,95125,  ,#,#,,000,N,
,95130,  ,#,#,,000,N,
,95131,  ,#,#,,000,N,
,95132,  ,#,#,,000,N,
,95133,  ,#,#,,000,N,
,95134,  ,#,#,,000,N,
,95144,  ,7.11,2.00,,000,N,
,95145,  ,9.34,2.00,,000,N,
,95146,  ,15.34,2.00,,000,N,
,95147,  ,14.89,2.00,,000,N,
,95148,  ,21.12,2.00,,000,N,
,95149,  ,27.57,2.00,,000,N,
,95165,  ,7.11,2.00,,000,N,
,95170,  ,5.56,2.00,,000,N,
,95180,  ,85.14,64.69,,000,N,
,95199,  ,A.C.,A.C.,,000,N,
,95250,  ,#,#,,000,N,
,95251,  ,25.12,25.12,PA,000,N,
N,95800,,#,#,,000,N,
,95800,TC,#,#,,000,N,
,95800,26,#,#,,000,N,
N,95801,,#,#,,000,N,
,95803,,#,#,,000,N,
,95803,TC,#,#,,000,N,
,95803,26,#,#,,000,N,
,95805,  ,238.53,238.53,COE,000,N,
,95805,TC,183.18,183.18,COE,000,N,
,95805,26,55.35,55.35,COE,000,N,
,95806,  ,#,#,,000,N,
,95806,TC,#,#,,000,N,
,95806,26,#,#,,000,N,
,95807,  ,288.77,288.77,COE,000,N,
,95807,TC,240.08,240.08,COE,000,N,
,95807,26,48.68,48.68,COE,000,N,
,95808,  ,403.03,403.03,COE,000,N,
,95808,TC,324.78,324.78,COE,000,N,
,95808,26,78.25,78.25,COE,000,N,
,95810,  ,463.05,463.05,COE,000,N,
,95810,TC,360.35,360.35,COE,000,N,
,95810,26,102.70,102.70,COE,000,N,
,95811,  ,511.07,511.07,COE,000,N,
,95811,TC,400.36,400.36,COE,000,N,
,95811,26,110.71,110.71,COE,000,N,
,95812,  ,161.17,161.17,,000,N,
,95812,TC,128.49,128.49,,000,N,
,95812,26,32.68,32.68,,000,N,
,95813,  ,193.18,193.18,,000,N,
,95813,TC,140.72,140.72,,000,N,
,95813,26,52.24,52.24,,000,N,
,95816,  ,147.83,147.83,,000,N,
,95816,TC,115.15,115.15,,000,N,
,95816,26,32.90,32.90,,000,N,
,95819,  ,161.83,161.83,,000,N,
,95819,TC,129.16,129.16,,000,N,
,95819,26,32.68,32.68,,000,N,
,95822,  ,156.05,156.05,,000,N,
,95822,TC,123.38,123.38,,000,N,
,95822,26,32.68,32.68,,000,N,
,95824,  ,B.R.,B.R.,,000,N,
,95824,TC,B.R.,B.R.,,000,N,
,95824,26,22.90,22.90,,000,N,
,95827,  ,275.65,275.65,,000,N,
,95827,TC,242.97,242.97,,000,N,
,95827,26,32.90,32.90,,000,N,
,95829,  ,792.50,792.50,,000,N,
,95829,TC,605.32,605.32,,000,N,
,95829,26,187.40,187.40,,000,N,
,95830,  ,111.82,52.02,,000,N,
,95831,  ,16.45,8.67,,000,N,
,95832,  ,15.56,9.11,,000,N,
,95833,  ,21.56,14.23,,000,N,
,95834,  ,26.01,17.78,,000,N,
,95851,  ,10.23,4.89,,000,N,
,95852,  ,8.23,3.56,,000,N,
,95857,  ,26.45,16.89,,000,N,
L,95860,  ,50.91,50.91,,000,N,
L,95860,TC,20.90,20.90,,000,N,
L,95860,26,29.79,29.79,,000,N,
L,95861,  ,73.80,73.80,,000,N,
L,95861,TC,26.01,26.01,,000,N,
L,95861,26,47.79,47.79,,000,N,
L,95863,  ,88.48,88.48,,000,N,
L,95863,TC,31.12,31.12,,000,N,
L,95863,26,57.35,57.35,,000,N,
L,95864,  ,99.15,99.15,,000,N,
L,95864,TC,37.79,37.79,,000,N,
L,95864,26,61.35,61.35,,000,N,
L,95865,  ,69.14,69.14,,000,N,
L,95865,TC,19.78,19.78,,000,N,
L,95865,26,49.35,49.35,,000,N,
L,95866,  ,58.46,58.46,,000,N,
L,95866,TC,19.34,19.34,,000,N,
L,95866,26,38.90,38.90,,000,N,
L,95867,  ,44.68,44.68,,000,N,
L,95867,TC,20.01,20.01,,000,N,
L,95867,26,24.45,24.45,,000,N,
L,95868,  ,60.91,60.91,,000,N,
L,95868,TC,24.45,24.45,,000,N,
L,95868,26,36.46,36.46,,000,N,
L,95869,  ,30.68,30.68,,000,N,
L,95869,TC,19.12,19.12,,000,N,
L,95869,26,11.56,11.56,,000,N,
L,95870,  ,29.79,29.79,,000,N,
L,95870,TC,18.23,18.23,,000,N,
L,95870,26,11.56,11.56,,000,N,
,95872,  ,103.59,103.59,,000,N,
,95872,TC,17.56,17.56,,000,N,
,95872,26,86.03,86.03,,000,N,
,95873,  ,30.68,30.68,PA,000,N,
,95873,TC,18.45,18.45,PA,000,N,
,95873,26,12.23,12.23,PA,000,N,
,95874,  ,29.12,29.12,PA,000,N,
,95874,TC,17.34,17.34,PA,000,N,
,95874,26,11.78,11.78,PA,000,N,
,95875,  ,58.46,58.46,,000,N,
,95875,TC,24.68,24.68,,000,N,
,95875,26,33.79,33.79,,000,N,
,95900,  ,33.35,33.35,,000,N,
,95900,TC,20.23,20.23,,000,N,
,95900,26,13.12,13.12,,000,N,
,95903,  ,38.90,38.90,,000,N,
,95903,TC,20.45,20.45,,000,N,
,95903,26,18.23,18.23,,000,N,
,95904,  ,29.34,29.34,,000,N,
,95904,TC,18.67,18.67,,000,N,
,95904,26,10.67,10.67,,000,N,
,95905,,#,#,,000,N,
,95905,TC,#,#,,000,N,
,95905,26,#,#,,000,N,
,95920,  ,91.37,91.37,,000,N,
,95920,TC,27.12,27.12,,000,N,
,95920,26,64.47,64.47,,000,N,
,95921,  ,45.35,45.35,,000,N,
,95921,TC,18.23,18.23,,000,N,
,95921,26,27.12,27.12,,000,N,
,95922,  ,55.35,55.35,,000,N,
,95922,TC,26.45,26.45,,000,N,
,95922,26,28.90,28.90,,000,N,
,95923,  ,76.03,76.03,,000,N,
,95923,TC,48.46,48.46,,000,N,
,95923,26,27.57,27.57,,000,N,
,95925,  ,79.14,79.14,,000,N,
,95925,TC,62.91,62.91,,000,N,
,95925,26,16.45,16.45,,000,N,
,95926,  ,77.58,77.58,,000,N,
,95926,TC,61.13,61.13,,000,N,
,95926,26,16.45,16.45,,000,N,
,95927,  ,75.58,75.58,,000,N,
,95927,TC,59.13,59.13,,000,N,
,95927,26,16.67,16.67,,000,N,
,95928,  ,124.27,124.27,,000,N,
,95928,TC,78.69,78.69,,000,N,
,95928,26,45.57,45.57,,000,N,
,95929,  ,131.60,131.60,,000,N,
,95929,TC,85.81,85.81,,000,N,
,95929,26,45.79,45.79,,000,N,
,95930,  ,69.14,69.14,,000,N,
,95930,TC,58.46,58.46,,000,N,
,95930,26,10.89,10.89,,000,N,
,95933,  ,40.46,40.46,,000,N,
,95933,TC,22.23,22.23,,000,N,
,95933,26,18.01,18.01,,000,N,
,95934,  ,30.90,30.90,,000,N,
,95934,TC,15.12,15.12,,000,N,
,95934,26,15.78,15.78,,000,N,
,95936,  ,26.45,26.45,,000,N,
,95936,TC,9.56,9.56,,000,N,
,95936,26,16.89,16.89,,000,N,
,95937,  ,35.35,35.35,,000,N,
,95937,TC,15.34,15.34,,000,N,
,95937,26,20.01,20.01,,000,N,
,95950,  ,150.94,150.94,,000,N,
,95950,TC,105.15,105.15,,000,N,
,95950,26,45.79,45.79,,000,N,
,95951,  ,B.R.,B.R.,,000,N,
,95951,TC,B.R.,B.R.,,000,N,
,95951,26,184.73,184.73,,000,N,
,95953,  ,255.65,255.65,,000,N,
,95953,TC,155.39,155.39,,000,N,
,95953,26,100.26,100.26,,000,N,
,95954,  ,160.50,160.50,,000,N,
,95954,TC,91.81,91.81,,000,N,
,95954,26,68.69,68.69,,000,N,
,95955,  ,87.59,87.59,,000,N,
,95955,TC,57.35,57.35,,000,N,
,95955,26,30.23,30.23,,000,N,
,95956,  ,442.82,442.82,,000,N,
,95956,TC,349.46,349.46,,000,N,
,95956,26,93.37,93.37,,000,N,
,95957,  ,174.51,174.51,,000,N,
,95957,TC,114.04,114.04,,000,N,
,95957,26,60.24,60.24,,000,N,
,95958,  ,246.98,246.98,,000,N,
,95958,TC,117.82,117.82,,000,N,
,95958,26,129.16,129.16,,000,N,
,95961,  ,140.27,140.27,,000,N,
,95961,TC,48.91,48.91,,000,N,
,95961,26,91.37,91.37,,000,N,
,95962,  ,129.16,129.16,,000,N,
,95962,TC,31.57,31.57,,000,N,
,95962,26,97.59,97.59,,000,N,
,95965,  ,B.R.,B.R.,PA,000,N,
,95965,TC,B.R.,B.R.,PA,000,N,
,95965,26,250.75,250.75,PA,000,N,
,95966,  ,B.R.,B.R.,PA,000,N,
,95966,TC,B.R.,B.R.,PA,000,N,
,95966,26,125.38,125.38,PA,000,N,
,95967,  ,B.R.,B.R.,PA,000,N,
,95967,TC,B.R.,B.R.,PA,000,N,
,95967,26,108.04,108.04,PA,000,N,
,95970,  ,32.23,13.56,,000,N,
,95971,  ,34.23,24.01,,000,N,
,95972,  ,61.80,46.02,,000,N,
,95973,  ,34.46,27.79,,000,N,
,95974,  ,106.70,91.59,,000,N,
,95975,  ,58.02,52.24,,000,N,
,95978,  ,128.49,109.15,,000,N,
,95979,  ,56.91,50.91,,000,N,
,95980,,25.79,25.79,PA,000,N,
,95981,,17.34,9.78,PA,000,N,
,95982,,27.34,20.23,PA,000,N,
,95990,  ,38.90,38.90,,000,N,
,95991,  ,56.91,22.45,,000,N,
,95992,,25.56,23.12,,000,N,
,95999,  ,B.R.,B.R.,,000,N,
,96000,  ,#,#,,000,N,
,96001,  ,#,#,,000,N,
,96002,  ,#,#,,000,N,
,96003,  ,#,#,,000,N,
,96004,  ,#,#,,000,N,
,96020,26,#,#, ,000,N,
,96020,TC,#,#,,000,N,
,96020,,#,#,,000,N,
,96040,,24.90,24.90,,000,N,
,96101,  ,50.68,50.46,PA,000,N,
,96102,  ,#,#,,000,N,
,96103,  ,#,#,,000,N,
,96105,  ,#,#,,000,N,
,96110,  ,#,#,,000,N,
,96111,  ,#,#,,000,N,
,96116,  ,55.80,52.69,PA,000,N,
L,96118,  ,61.58,50.24,EPA/PA,000,N,
L,96119,  ,41.57,15.12,EPA/PA,000,N,
,96120,  ,#,#,,000,N,
,96125,,57.35,48.46,,000,N,
,96150,  ,#,#,,000,N,
,96151,  ,#,#,,000,N,
,96152,  ,#,#,,000,N,
,96153,  ,#,#,,000,N,
,96154,  ,#,#,,000,N,
,96155,  ,#,#,,000,N,
,96360,,33.12,33.12,,000,N,
,96361,,9.34,9.34,,000,N,
,96365,,40.68,40.68,,000,N,
,96366,,12.67,12.67,,000,N,
,96367,,19.78,19.78,,000,N,
,96368,,11.78,11.78,,000,N,
,96369,,90.03,90.03,,000,N,
,96370,,9.11,9.11,,000,N,
,96371,,46.46,46.46,,000,N,
,96372,,13.12,13.12,,000,N,
,96373,,11.12,11.12,,000,N,
,96374,,32.46,32.46,,000,N,
,96375,,13.56,13.56,,000,N,
,96376,,#,#,,000,N,
,96379,,B.R.,B.R.,PA,000,N,
,96401,  ,41.57,41.57,,000,N,
,96402,  ,21.56,21.56,,000,N,
,96405,  ,50.46,17.56,,000,N,
,96406,  ,70.25,26.01,,000,N,
,96409,  ,66.25,66.25,,000,N,
,96411,  ,37.12,37.12,,000,N,
,96413,  ,86.47,86.47,,000,N,
,96415,  ,18.67,18.67,,000,N,
,96416,  ,94.70,94.70,,000,N,
,96417,  ,42.68,42.68,,000,N,
,96420,  ,63.80,63.80,,000,N,
,96422,  ,102.70,102.70,,000,N,
,96423,  ,46.46,46.46,,000,N,
,96425,  ,103.15,103.15,,000,N,
,96440,  ,401.25,83.81,,000,N,
D,96445,,,,,,,
N/R,96446,,116.04,13.56,,000,N,
,96450,  ,122.04,52.46,,000,N,
,96521,  ,76.25,76.25,,000,N,
,96522,  ,64.69,64.69,,000,N,
,96523,  ,14.89,14.89,,000,N,
,96542,  ,77.81,26.68,,000,N,
,96549,  ,B.R.,B.R.,,000,N,
,96567,  ,#,#,,000,N,
,96570,  ,#,#,,000,N,
,96571,  ,#,#,,000,N,
,96900,  ,11.78,11.78,,000,N,
